User_Id,Place_Id,Place_Ratings
3,454,"3,00"
3,463,"3,00"
3,228,"3,00"
3,237,"3,00"
3,100,"4,00"
3,198,"5,00"
4,50,"2,00"
4,376,"2,00"
4,506,"2,00"
4,268,"4,00"
4,242,"4,00"
4,531,"4,00"
4,82,"3,00"
4,348,"5,00"
4,409,"3,00"
4,88,"3,00"
4,4,"4,00"
4,377,"3,00"
4,43,"5,00"
4,15,"4,00"
4,458,"4,00"
4,459,"4,00"
4,460,"4,00"
4,462,"4,00"
4,91,"3,00"
4,193,"5,00"
4,504,"5,00"
4,312,"3,00"
4,44,"2,00"
4,14,"5,00"
4,406,"3,00"
4,383,"2,00"
4,229,"2,00"
4,290,"3,00"
4,5,"5,00"
4,294,"5,00"
4,309,"5,00"
4,74,"2,00"
4,97,"2,00"
5,421,"4,00"
5,138,"2,00"
5,436,"5,00"
5,395,"2,00"
5,300,"4,00"
5,321,"3,00"
5,68,"5,00"
5,55,"5,00"
5,475,"5,00"
5,434,"4,00"
5,9,"5,00"
5,166,"3,00"
5,151,"5,00"
5,501,"5,00"
5,4,"3,00"
5,61,"3,00"
5,321,"3,00"
5,159,"2,00"
5,397,"5,00"
5,391,"2,00"
5,407,"3,00"
5,301,"2,00"
5,143,"4,00"
5,27,"2,00"
5,283,"4,00"
5,190,"2,00"
5,346,"4,00"
5,67,"4,00"
5,482,"4,00"
5,381,"3,00"
5,368,"3,00"
5,433,"4,00"
5,301,"2,00"
5,420,"3,00"
5,335,"3,00"
5,115,"3,00"
6,433,"4,00"
6,334,"2,00"
6,348,"2,00"
6,219,"2,00"
6,178,"3,00"
6,266,"3,00"
6,92,"2,00"
6,64,"5,00"
6,102,"4,00"
6,166,"5,00"
6,257,"2,00"
6,243,"5,00"
6,346,"5,00"
6,116,"5,00"
6,359,"2,00"
6,121,"4,00"
6,511,"4,00"
6,385,"4,00"
6,398,"5,00"
6,64,"5,00"
6,88,"5,00"
6,119,"2,00"
6,393,"2,00"
6,4,"4,00"
6,298,"3,00"
6,509,"3,00"
6,526,"3,00"
6,410,"2,00"
6,224,"5,00"
6,379,"4,00"
6,382,"2,00"
7,255,"5,00"
7,269,"3,00"
7,213,"3,00"
7,492,"3,00"
7,228,"3,00"
7,126,"5,00"
7,192,"5,00"
7,376,"4,00"
7,506,"4,00"
7,183,"5,00"
7,129,"4,00"
7,303,"4,00"
7,296,"3,00"
7,213,"3,00"
7,492,"3,00"
7,237,"5,00"
7,99,"4,00"
7,88,"4,00"
7,148,"3,00"
7,13,"2,00"
7,377,"5,00"
7,183,"4,00"
7,247,"4,00"
7,31,"3,00"
7,298,"4,00"
7,509,"4,00"
7,526,"4,00"
7,290,"4,00"
7,385,"5,00"
7,77,"5,00"
7,107,"2,00"
7,77,"3,00"
8,158,"5,00"
8,301,"3,00"
8,290,"2,00"
8,322,"5,00"
8,306,"4,00"
8,98,"5,00"
8,235,"4,00"
8,45,"2,00"
8,173,"3,00"
8,306,"2,00"
8,393,"5,00"
8,395,"5,00"
8,89,"3,00"
8,433,"4,00"
8,143,"5,00"
8,275,"3,00"
8,25,"5,00"
8,98,"2,00"
8,130,"3,00"
8,223,"5,00"
8,470,"5,00"
8,368,"2,00"
8,164,"5,00"
8,267,"4,00"
8,202,"3,00"
8,56,"2,00"
8,442,"2,00"
8,438,"2,00"
8,439,"2,00"
8,30,"3,00"
8,238,"3,00"
8,466,"3,00"
8,294,"4,00"
9,402,"3,00"
9,196,"4,00"
9,406,"4,00"
9,55,"4,00"
9,475,"4,00"
9,30,"3,00"
9,246,"5,00"
9,402,"3,00"
9,30,"2,00"
9,310,"4,00"
9,417,"4,00"
9,445,"4,00"
9,487,"4,00"
9,444,"4,00"
9,304,"4,00"
9,452,"4,00"
9,206,"3,00"
9,455,"3,00"
9,447,"3,00"
9,472,"3,00"
9,211,"3,00"
9,533,"3,00"
9,28,"5,00"
9,264,"3,00"
9,242,"3,00"
9,531,"3,00"
9,403,"3,00"
9,253,"4,00"
9,265,"4,00"
9,331,"4,00"
9,188,"4,00"
9,54,"3,00"
9,420,"5,00"
9,416,"4,00"
9,378,"5,00"
9,233,"4,00"
9,532,"4,00"
9,467,"4,00"
9,95,"5,00"
9,449,"5,00"
9,105,"2,00"
9,233,"5,00"
9,502,"5,00"
9,532,"5,00"
9,467,"5,00"
9,204,"2,00"
9,225,"5,00"
9,204,"2,00"
9,341,"5,00"
9,523,"5,00"
10,145,"3,00"
10,36,"4,00"
10,168,"5,00"
10,12,"2,00"
10,134,"5,00"
10,454,"5,00"
10,463,"5,00"
10,280,"4,00"
10,236,"4,00"
10,95,"5,00"
10,449,"5,00"
10,344,"3,00"
10,18,"5,00"
10,42,"3,00"
10,90,"5,00"
10,280,"5,00"
10,75,"4,00"
10,63,"5,00"
10,205,"5,00"
10,491,"5,00"
10,268,"3,00"
10,234,"3,00"
10,284,"3,00"
10,405,"3,00"
10,230,"4,00"
10,197,"3,00"
10,490,"3,00"
10,339,"3,00"
10,535,"3,00"
10,159,"2,00"
10,77,"2,00"
10,23,"2,00"
10,67,"5,00"
10,482,"5,00"
10,35,"4,00"
10,461,"4,00"
11,229,"2,00"
11,226,"2,00"
11,310,"3,00"
11,430,"3,00"
11,514,"3,00"
11,107,"3,00"
11,37,"5,00"
11,322,"5,00"
11,109,"2,00"
11,341,"4,00"
11,523,"4,00"
11,206,"2,00"
11,447,"2,00"
11,472,"2,00"
11,97,"4,00"
11,41,"3,00"
11,355,"4,00"
11,82,"2,00"
11,376,"4,00"
11,506,"4,00"
11,406,"4,00"
11,186,"4,00"
11,441,"4,00"
11,88,"3,00"
11,378,"2,00"
11,151,"5,00"
11,501,"5,00"
11,149,"2,00"
11,6,"5,00"
11,150,"2,00"
11,11,"3,00"
11,127,"3,00"
11,6,"2,00"
11,5,"5,00"
11,236,"2,00"
12,429,"3,00"
12,194,"3,00"
12,440,"3,00"
12,27,"2,00"
12,236,"3,00"
12,49,"5,00"
12,369,"5,00"
12,94,"5,00"
12,226,"4,00"
12,274,"4,00"
12,450,"4,00"
12,72,"5,00"
12,183,"5,00"
12,265,"4,00"
12,301,"5,00"
12,46,"4,00"
12,65,"2,00"
12,203,"5,00"
12,379,"4,00"
12,139,"4,00"
12,5,"5,00"
12,141,"2,00"
12,312,"5,00"
12,154,"5,00"
12,71,"5,00"
12,527,"5,00"
12,302,"3,00"
12,75,"5,00"
12,30,"5,00"
12,52,"3,00"
12,27,"3,00"
12,102,"5,00"
12,128,"2,00"
12,293,"5,00"
12,82,"4,00"
12,402,"3,00"
12,98,"2,00"
13,398,"2,00"
13,65,"2,00"
13,398,"2,00"
13,371,"5,00"
13,507,"5,00"
13,422,"4,00"
13,214,"5,00"
13,480,"5,00"
13,489,"5,00"
13,20,"2,00"
13,114,"5,00"
13,229,"2,00"
13,56,"5,00"
13,442,"5,00"
13,438,"5,00"
13,439,"5,00"
13,265,"4,00"
13,129,"4,00"
13,75,"5,00"
13,296,"2,00"
13,191,"2,00"
13,156,"3,00"
13,177,"2,00"
13,437,"5,00"
13,483,"5,00"
13,406,"2,00"
13,290,"2,00"
13,163,"4,00"
13,242,"3,00"
13,531,"3,00"
13,178,"2,00"
13,142,"5,00"
13,519,"5,00"
13,245,"4,00"
13,479,"4,00"
14,67,"5,00"
14,482,"5,00"
14,325,"3,00"
14,422,"4,00"
14,88,"2,00"
14,118,"4,00"
14,344,"2,00"
14,227,"4,00"
14,259,"5,00"
14,376,"5,00"
14,506,"5,00"
14,368,"3,00"
14,396,"2,00"
14,167,"3,00"
14,11,"2,00"
14,230,"5,00"
14,54,"2,00"
14,304,"3,00"
14,452,"3,00"
14,249,"5,00"
14,96,"2,00"
14,478,"2,00"
14,50,"2,00"
14,8,"4,00"
14,233,"3,00"
14,502,"3,00"
14,532,"3,00"
14,467,"3,00"
14,362,"2,00"
14,468,"2,00"
14,173,"5,00"
14,435,"5,00"
14,167,"4,00"
14,294,"2,00"
14,59,"3,00"
14,274,"4,00"
14,450,"4,00"
14,186,"4,00"
14,441,"4,00"
14,91,"5,00"
14,328,"5,00"
14,371,"4,00"
14,507,"4,00"
14,171,"3,00"
15,298,"3,00"
15,509,"3,00"
15,526,"3,00"
15,277,"3,00"
15,90,"5,00"
15,342,"5,00"
15,435,"3,00"
15,348,"2,00"
15,23,"5,00"
15,365,"5,00"
15,340,"3,00"
15,260,"5,00"
15,369,"4,00"
15,187,"4,00"
15,74,"3,00"
15,297,"4,00"
15,21,"2,00"
15,529,"2,00"
15,95,"3,00"
15,449,"3,00"
15,367,"5,00"
15,207,"4,00"
15,284,"2,00"
15,321,"2,00"
15,248,"2,00"
15,153,"5,00"
15,248,"4,00"
15,355,"5,00"
15,27,"3,00"
15,239,"3,00"
15,434,"2,00"
15,9,"4,00"
15,360,"3,00"
15,496,"3,00"
15,275,"2,00"
15,142,"2,00"
15,519,"2,00"
15,119,"4,00"
15,219,"2,00"
15,503,"2,00"
15,417,"3,00"
15,445,"3,00"
15,487,"3,00"
15,444,"3,00"
15,170,"3,00"
15,508,"3,00"
15,508,"3,00"
15,357,"3,00"
15,499,"3,00"
16,264,"2,00"
16,68,"2,00"
16,292,"2,00"
16,516,"2,00"
16,89,"3,00"
16,203,"4,00"
16,73,"2,00"
16,201,"3,00"
16,252,"2,00"
16,434,"3,00"
16,275,"4,00"
16,150,"4,00"
16,414,"5,00"
16,67,"4,00"
16,482,"4,00"
16,385,"2,00"
16,359,"5,00"
16,266,"4,00"
16,30,"4,00"
16,390,"2,00"
16,322,"5,00"
16,413,"4,00"
16,485,"4,00"
16,121,"3,00"
16,511,"3,00"
16,237,"4,00"
16,384,"4,00"
16,132,"5,00"
16,26,"2,00"
16,347,"3,00"
16,121,"4,00"
16,511,"4,00"
16,167,"3,00"
16,270,"5,00"
16,464,"5,00"
17,16,"4,00"
17,339,"2,00"
17,535,"2,00"
17,406,"5,00"
17,267,"5,00"
17,384,"5,00"
17,371,"4,00"
17,507,"4,00"
17,19,"2,00"
17,318,"5,00"
17,104,"4,00"
17,37,"2,00"
17,256,"4,00"
17,11,"3,00"
17,134,"4,00"
17,454,"4,00"
17,463,"4,00"
17,181,"2,00"
17,236,"3,00"
17,98,"5,00"
17,199,"3,00"
17,410,"4,00"
17,33,"5,00"
17,237,"3,00"
17,265,"4,00"
17,78,"4,00"
17,154,"5,00"
17,173,"5,00"
17,414,"4,00"
17,288,"4,00"
17,330,"3,00"
17,3,"2,00"
17,47,"4,00"
17,2,"3,00"
17,145,"3,00"
17,27,"4,00"
17,32,"2,00"
17,70,"2,00"
17,308,"2,00"
17,517,"2,00"
17,210,"4,00"
17,443,"4,00"
17,92,"3,00"
17,398,"3,00"
17,279,"4,00"
17,398,"4,00"
17,321,"3,00"
17,262,"2,00"
17,307,"3,00"
17,289,"4,00"
17,346,"2,00"
17,371,"3,00"
17,507,"3,00"
18,102,"3,00"
18,332,"2,00"
18,486,"2,00"
18,80,"5,00"
18,49,"4,00"
18,375,"3,00"
18,71,"4,00"
18,527,"4,00"
18,182,"5,00"
18,54,"4,00"
18,176,"5,00"
18,465,"5,00"
18,197,"2,00"
18,490,"2,00"
18,151,"5,00"
18,501,"5,00"
18,260,"4,00"
18,405,"5,00"
18,8,"3,00"
18,88,"3,00"
18,50,"4,00"
18,412,"2,00"
18,495,"2,00"
18,147,"4,00"
18,101,"5,00"
18,357,"4,00"
18,499,"4,00"
18,272,"3,00"
18,413,"2,00"
18,485,"2,00"
18,185,"3,00"
18,80,"5,00"
18,426,"2,00"
18,245,"4,00"
18,479,"4,00"
18,46,"4,00"
18,184,"3,00"
18,201,"5,00"
18,113,"2,00"
18,111,"4,00"
18,399,"3,00"
18,235,"5,00"
18,261,"2,00"
18,521,"2,00"
19,194,"5,00"
19,440,"5,00"
19,228,"2,00"
19,417,"3,00"
19,445,"3,00"
19,487,"3,00"
19,444,"3,00"
19,205,"3,00"
19,457,"3,00"
19,491,"3,00"
19,112,"3,00"
19,42,"2,00"
19,168,"3,00"
19,327,"4,00"
19,395,"2,00"
19,418,"4,00"
19,84,"2,00"
19,400,"2,00"
19,195,"4,00"
19,34,"5,00"
19,295,"3,00"
19,247,"3,00"
19,344,"2,00"
19,203,"2,00"
19,56,"3,00"
19,442,"3,00"
19,438,"3,00"
19,439,"3,00"
19,9,"3,00"
19,38,"5,00"
19,448,"5,00"
19,165,"4,00"
19,497,"4,00"
19,212,"3,00"
19,170,"5,00"
19,508,"5,00"
19,331,"3,00"
19,124,"4,00"
19,38,"5,00"
19,448,"5,00"
19,432,"4,00"
19,252,"5,00"
19,317,"3,00"
19,525,"3,00"
19,127,"5,00"
19,210,"5,00"
19,443,"5,00"
19,333,"4,00"
19,426,"5,00"
19,151,"3,00"
19,501,"3,00"
19,15,"4,00"
19,458,"4,00"
19,459,"4,00"
19,460,"4,00"
19,462,"4,00"
19,430,"4,00"
19,514,"4,00"
19,393,"3,00"
19,382,"4,00"
19,192,"5,00"
19,197,"5,00"
19,490,"5,00"
19,192,"3,00"
19,346,"4,00"
19,213,"2,00"
19,492,"2,00"
20,81,"3,00"
20,9,"2,00"
20,142,"2,00"
20,519,"2,00"
20,374,"3,00"
20,500,"3,00"
20,227,"5,00"
20,202,"5,00"
20,429,"3,00"
20,136,"3,00"
20,513,"3,00"
20,278,"3,00"
20,90,"2,00"
20,21,"3,00"
20,529,"3,00"
20,192,"2,00"
20,335,"4,00"
20,108,"4,00"
20,67,"4,00"
20,482,"4,00"
20,404,"2,00"
20,510,"2,00"
20,83,"3,00"
20,302,"5,00"
20,425,"4,00"
20,534,"4,00"
20,22,"3,00"
20,360,"2,00"
20,496,"2,00"
20,327,"5,00"
20,425,"3,00"
20,534,"3,00"
20,163,"2,00"
20,239,"4,00"
20,375,"5,00"
20,159,"4,00"
20,145,"2,00"
20,349,"2,00"
20,498,"2,00"
20,346,"3,00"
20,46,"3,00"
20,84,"3,00"
20,99,"2,00"
20,344,"2,00"
21,413,"5,00"
21,485,"5,00"
21,411,"4,00"
21,147,"3,00"
21,121,"2,00"
21,511,"2,00"
21,373,"5,00"
21,233,"4,00"
21,502,"4,00"
21,532,"4,00"
21,467,"4,00"
21,64,"3,00"
21,101,"4,00"
21,102,"2,00"
21,241,"4,00"
21,362,"2,00"
21,468,"2,00"
21,427,"4,00"
21,209,"3,00"
21,177,"4,00"
21,88,"5,00"
21,74,"3,00"
21,113,"3,00"
21,44,"2,00"
21,323,"2,00"
21,522,"2,00"
21,296,"2,00"
21,412,"5,00"
21,495,"5,00"
21,45,"2,00"
22,179,"4,00"
22,137,"2,00"
22,54,"4,00"
22,420,"5,00"
22,139,"5,00"
22,315,"3,00"
22,528,"3,00"
22,78,"2,00"
22,62,"4,00"
22,244,"2,00"
22,103,"5,00"
22,17,"3,00"
22,24,"5,00"
22,474,"5,00"
22,77,"3,00"
22,84,"2,00"
22,68,"2,00"
22,135,"3,00"
22,169,"3,00"
22,435,"2,00"
22,348,"4,00"
22,18,"5,00"
22,197,"2,00"
22,490,"2,00"
22,113,"2,00"
22,124,"3,00"
22,274,"3,00"
22,450,"3,00"
22,322,"4,00"
22,176,"3,00"
22,465,"3,00"
22,366,"2,00"
22,446,"2,00"
22,37,"5,00"
22,242,"4,00"
22,531,"4,00"
23,209,"4,00"
23,434,"2,00"
23,156,"4,00"
23,97,"5,00"
23,152,"3,00"
23,147,"5,00"
23,398,"4,00"
23,336,"2,00"
23,18,"4,00"
23,223,"3,00"
23,470,"3,00"
23,142,"4,00"
23,519,"4,00"
23,151,"2,00"
23,501,"2,00"
23,348,"5,00"
23,432,"2,00"
23,29,"2,00"
23,60,"4,00"
23,112,"5,00"
23,60,"3,00"
23,85,"4,00"
23,49,"3,00"
23,165,"4,00"
23,497,"4,00"
23,190,"3,00"
23,281,"5,00"
23,177,"4,00"
23,339,"3,00"
23,535,"3,00"
23,260,"4,00"
23,212,"4,00"
23,240,"4,00"
23,307,"4,00"
23,202,"3,00"
23,384,"4,00"
23,6,"2,00"
24,148,"3,00"
24,96,"2,00"
24,478,"2,00"
24,192,"4,00"
24,319,"5,00"
24,344,"3,00"
24,200,"2,00"
24,163,"2,00"
24,161,"4,00"
24,24,"2,00"
24,474,"2,00"
24,29,"3,00"
24,33,"2,00"
24,66,"3,00"
24,113,"2,00"
24,327,"2,00"
24,372,"4,00"
24,378,"3,00"
24,219,"4,00"
24,503,"4,00"
24,98,"4,00"
24,427,"5,00"
24,264,"2,00"
24,91,"5,00"
24,338,"2,00"
24,471,"2,00"
24,311,"5,00"
24,191,"5,00"
25,53,"2,00"
25,392,"4,00"
25,299,"3,00"
25,386,"3,00"
25,453,"3,00"
25,473,"3,00"
25,377,"4,00"
25,116,"3,00"
25,530,"3,00"
25,337,"5,00"
25,253,"4,00"
25,326,"3,00"
25,14,"5,00"
25,328,"4,00"
25,416,"5,00"
25,190,"3,00"
25,371,"4,00"
25,507,"4,00"
25,423,"3,00"
25,52,"3,00"
25,94,"4,00"
25,250,"5,00"
25,352,"2,00"
25,183,"3,00"
25,368,"3,00"
25,336,"3,00"
25,406,"5,00"
25,85,"2,00"
25,172,"4,00"
25,268,"3,00"
25,89,"3,00"
25,206,"3,00"
25,447,"3,00"
25,472,"3,00"
25,60,"2,00"
25,272,"4,00"
25,286,"4,00"
25,88,"5,00"
25,33,"4,00"
26,15,"2,00"
26,458,"2,00"
26,459,"2,00"
26,460,"2,00"
26,462,"2,00"
26,36,"5,00"
26,250,"4,00"
26,369,"3,00"
26,137,"3,00"
26,319,"5,00"
26,297,"3,00"
26,251,"5,00"
26,162,"2,00"
26,406,"5,00"
26,260,"5,00"
26,246,"3,00"
26,280,"3,00"
26,356,"3,00"
26,518,"3,00"
26,167,"5,00"
26,4,"3,00"
26,14,"5,00"
26,422,"3,00"
26,93,"3,00"
26,476,"3,00"
26,451,"3,00"
26,211,"2,00"
26,533,"2,00"
26,83,"5,00"
26,148,"5,00"
26,15,"2,00"
26,458,"2,00"
26,459,"2,00"
26,460,"2,00"
26,462,"2,00"
26,239,"3,00"
26,49,"3,00"
26,421,"5,00"
26,300,"4,00"
26,323,"5,00"
26,522,"5,00"
26,203,"3,00"
26,275,"5,00"
26,208,"4,00"
26,53,"5,00"
26,160,"4,00"
26,125,"5,00"
26,173,"4,00"
27,308,"4,00"
27,517,"4,00"
27,185,"3,00"
27,393,"3,00"
27,103,"5,00"
27,181,"5,00"
27,78,"3,00"
27,121,"3,00"
27,511,"3,00"
27,316,"4,00"
27,283,"2,00"
27,374,"4,00"
27,500,"4,00"
27,369,"4,00"
27,311,"3,00"
27,48,"3,00"
27,225,"5,00"
27,123,"5,00"
27,81,"2,00"
27,174,"2,00"
27,493,"2,00"
27,116,"5,00"
27,530,"5,00"
27,338,"3,00"
27,471,"3,00"
27,221,"2,00"
27,295,"3,00"
27,96,"2,00"
27,478,"2,00"
27,408,"2,00"
27,389,"5,00"
27,390,"4,00"
27,92,"3,00"
27,212,"5,00"
27,263,"2,00"
27,95,"2,00"
27,449,"2,00"
27,75,"5,00"
27,221,"4,00"
27,302,"3,00"
27,333,"2,00"
27,158,"3,00"
27,182,"3,00"
27,70,"4,00"
27,46,"3,00"
27,183,"3,00"
28,297,"5,00"
28,158,"2,00"
28,344,"4,00"
28,163,"5,00"
28,399,"5,00"
28,336,"3,00"
28,74,"4,00"
28,96,"4,00"
28,478,"4,00"
28,358,"4,00"
28,382,"4,00"
28,28,"2,00"
28,416,"4,00"
28,143,"5,00"
28,353,"5,00"
28,212,"3,00"
28,288,"2,00"
28,401,"4,00"
28,165,"2,00"
28,497,"2,00"
28,82,"2,00"
28,417,"4,00"
28,445,"4,00"
28,487,"4,00"
28,444,"4,00"
28,83,"5,00"
28,359,"3,00"
28,131,"5,00"
28,283,"5,00"
28,92,"5,00"
28,16,"4,00"
28,190,"4,00"
28,60,"4,00"
28,286,"5,00"
28,364,"3,00"
28,215,"5,00"
28,484,"5,00"
28,90,"3,00"
28,110,"5,00"
28,357,"3,00"
28,499,"3,00"
28,269,"4,00"
28,398,"2,00"
28,168,"4,00"
28,201,"2,00"
28,228,"4,00"
28,312,"5,00"
28,397,"5,00"
29,144,"5,00"
29,168,"3,00"
29,114,"2,00"
29,202,"3,00"
29,322,"5,00"
29,38,"4,00"
29,448,"4,00"
29,40,"5,00"
29,267,"5,00"
29,328,"5,00"
29,174,"3,00"
29,493,"3,00"
29,41,"4,00"
29,28,"2,00"
29,68,"5,00"
29,32,"3,00"
29,291,"2,00"
29,477,"2,00"
29,95,"3,00"
29,449,"3,00"
29,402,"5,00"
29,213,"3,00"
29,492,"3,00"
29,193,"2,00"
29,504,"2,00"
29,397,"4,00"
29,298,"2,00"
29,509,"2,00"
29,526,"2,00"
29,246,"3,00"
29,386,"4,00"
29,453,"4,00"
29,473,"4,00"
29,41,"3,00"
29,19,"3,00"
29,124,"2,00"
29,104,"3,00"
29,300,"4,00"
29,342,"5,00"
29,429,"3,00"
29,62,"3,00"
29,123,"3,00"
29,266,"2,00"
29,418,"4,00"
30,272,"2,00"
30,434,"3,00"
30,323,"3,00"
30,522,"3,00"
30,294,"2,00"
30,164,"4,00"
30,373,"2,00"
30,200,"5,00"
30,2,"2,00"
30,431,"4,00"
30,207,"2,00"
30,317,"3,00"
30,525,"3,00"
30,196,"5,00"
30,71,"4,00"
30,527,"4,00"
30,373,"3,00"
30,45,"3,00"
30,120,"2,00"
30,83,"2,00"
30,76,"2,00"
30,456,"2,00"
30,216,"4,00"
30,400,"4,00"
30,219,"2,00"
30,503,"2,00"
30,172,"2,00"
30,323,"4,00"
30,522,"4,00"
30,269,"3,00"
30,313,"5,00"
30,157,"5,00"
30,263,"2,00"
30,282,"5,00"
30,237,"2,00"
30,346,"3,00"
30,236,"5,00"
30,377,"5,00"
30,277,"2,00"
30,118,"5,00"
30,226,"4,00"
31,200,"5,00"
31,385,"4,00"
31,378,"4,00"
31,84,"5,00"
31,37,"2,00"
31,291,"2,00"
31,477,"2,00"
31,231,"5,00"
31,43,"3,00"
31,177,"5,00"
31,101,"2,00"
31,324,"2,00"
31,524,"2,00"
31,328,"3,00"
31,105,"3,00"
31,329,"3,00"
31,515,"3,00"
31,107,"5,00"
31,86,"3,00"
31,512,"3,00"
31,469,"3,00"
31,94,"4,00"
31,251,"2,00"
31,345,"2,00"
31,110,"2,00"
31,300,"5,00"
31,374,"5,00"
31,500,"5,00"
31,6,"2,00"
31,191,"2,00"
31,130,"2,00"
31,39,"3,00"
31,238,"4,00"
31,466,"4,00"
31,322,"2,00"
31,102,"3,00"
31,409,"2,00"
31,126,"5,00"
31,187,"3,00"
31,244,"4,00"
31,215,"3,00"
31,484,"3,00"
31,327,"2,00"
31,229,"2,00"
31,273,"5,00"
31,142,"3,00"
31,519,"3,00"
31,397,"4,00"
31,402,"2,00"
31,267,"4,00"
32,246,"4,00"
32,367,"3,00"
32,407,"3,00"
32,297,"3,00"
32,418,"2,00"
32,322,"3,00"
32,298,"5,00"
32,509,"5,00"
32,526,"5,00"
32,77,"2,00"
32,433,"3,00"
32,236,"3,00"
32,362,"5,00"
32,468,"5,00"
32,200,"4,00"
32,62,"3,00"
32,279,"4,00"
32,54,"2,00"
32,312,"5,00"
32,359,"3,00"
32,166,"2,00"
32,282,"5,00"
32,76,"3,00"
32,456,"3,00"
32,374,"4,00"
32,500,"4,00"
32,147,"2,00"
32,402,"5,00"
32,256,"3,00"
32,62,"3,00"
32,122,"4,00"
32,323,"4,00"
32,522,"4,00"
32,336,"5,00"
32,328,"3,00"
32,357,"2,00"
32,499,"2,00"
32,79,"3,00"
32,141,"2,00"
32,344,"3,00"
32,241,"4,00"
33,129,"2,00"
33,134,"4,00"
33,454,"4,00"
33,463,"4,00"
33,150,"5,00"
33,145,"3,00"
33,388,"2,00"
33,337,"4,00"
33,78,"4,00"
33,416,"3,00"
33,39,"5,00"
33,275,"4,00"
33,38,"2,00"
33,448,"2,00"
33,84,"2,00"
33,303,"3,00"
33,74,"5,00"
33,268,"3,00"
33,264,"2,00"
33,369,"3,00"
33,416,"5,00"
33,122,"2,00"
33,384,"2,00"
33,113,"3,00"
33,213,"2,00"
33,492,"2,00"
33,265,"4,00"
33,416,"5,00"
33,429,"2,00"
33,136,"5,00"
33,513,"5,00"
33,8,"4,00"
33,75,"2,00"
33,324,"3,00"
33,524,"3,00"
33,236,"5,00"
33,34,"3,00"
33,36,"2,00"
33,435,"4,00"
33,23,"3,00"
33,296,"2,00"
33,134,"5,00"
33,454,"5,00"
33,463,"5,00"
33,61,"4,00"
33,304,"3,00"
33,452,"3,00"
33,224,"2,00"
34,16,"5,00"
34,341,"3,00"
34,523,"3,00"
34,341,"3,00"
34,523,"3,00"
34,247,"4,00"
34,183,"3,00"
34,230,"4,00"
34,103,"3,00"
34,174,"2,00"
34,493,"2,00"
34,423,"3,00"
34,266,"3,00"
34,190,"4,00"
34,342,"4,00"
34,303,"3,00"
34,204,"4,00"
34,281,"3,00"
34,230,"4,00"
34,120,"2,00"
34,261,"3,00"
34,521,"3,00"
34,197,"3,00"
34,490,"3,00"
34,190,"3,00"
34,24,"4,00"
34,474,"4,00"
34,46,"5,00"
34,176,"4,00"
34,465,"4,00"
34,433,"4,00"
34,16,"5,00"
35,380,"5,00"
35,60,"3,00"
35,301,"4,00"
35,126,"3,00"
35,316,"2,00"
35,39,"2,00"
35,426,"2,00"
35,188,"3,00"
35,330,"3,00"
35,318,"2,00"
35,158,"2,00"
35,402,"5,00"
35,328,"4,00"
35,344,"4,00"
35,279,"5,00"
35,395,"2,00"
35,304,"2,00"
35,452,"2,00"
35,336,"2,00"
35,5,"4,00"
35,113,"3,00"
35,241,"2,00"
35,82,"5,00"
35,308,"4,00"
35,517,"4,00"
35,136,"3,00"
35,513,"3,00"
35,330,"4,00"
